147881 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [], 'bullets': []}
147882 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [], 'bullets': []}
147883 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [], 'bullets': []}
147884 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [], 'bullets': []}
147885 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [], 'bullets': []}
147886 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [3.0625, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148169 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148170 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148171 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148172 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148173 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148174 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148175 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148176 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148177 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148178 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148179 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148180 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
